Wave,Degree,Sign,Planet,Note,Sabian Symbol ,Chandra Symbol,Personal Question 
1,20,Aquarius,Moon,"20° (Integrated Feeling): Emotion matures into steady clarity — visionary, spacious, and collective. — The Moon in Aquarius under the Root Trinity Wave roots Feeling in collective vision and difference. Emotion here is abstract, unconventional, and often detached, more concerned with humanity than intimacy. In the Root Trinity, this is the archetypal emotional lightning: Feeling as shock of awareness.","21 Woman disappointed, disillusioned.",21. A beautiful woman dressed in white. She is wearing a large silver crescent on her head. The crescent is pointing upward.,What loss of ideal is making room for a lunar crown of truth?
1,0,Pisces,Moon,"0° (Emergent Feeling): Emotion awakens through sensitivity to unseen currents. — The Moon in Pisces under the Root Trinity Wave roots Feeling in vastness and dissolution. Emotion here is boundless, impressionable, and oceanic, merging with the unseen. In the Root Trinity, this is the archetypal pulse of compassion: Feeling as unity and surrender.",​1   A public market.,1. A field of dandelions.,What shared space is offering ephemeral wisdom? 
1,10,Pisces,Moon,"10° (Formative Feeling): Feeling stabilizes through imagination, devotion, and merging. — The Moon in Pisces under the Root Trinity Wave roots Feeling in vastness and dissolution. Emotion here is boundless, impressionable, and oceanic, merging with the unseen. In the Root Trinity, this is the archetypal pulse of compassion: Feeling as unity and surrender.",11 Men seeking illumination.,"11. A high, crumbling wall. It is part of a ruin and covered with ivy.",What spiritual seeking is being softened by natural reclamation?
1,20,Pisces,Moon,"20° (Integrated Feeling): Emotion matures into luminous compassion — soft, boundless, and universal. — The Moon in Pisces under the Root Trinity Wave roots Feeling in vastness and dissolution. Emotion here is boundless, impressionable, and oceanic, merging with the unseen. In the Root Trinity, this is the archetypal pulse of compassion: Feeling as unity and surrender.","21 A little white lamb, a child and a Chinese servant.",21. Pagan fire worshippers dancing.,What sacred innocence is joining the ancient dance of devotion?
1,0,Aries,Mercury,"0° (Emergent Mind): Thought awakens as impulsive spark, blunt and unfiltered. — Mercury in Aries under the Root Trinity Wave roots Mind in immediacy and direct action. Thought is fast, sharp, and instinctive — ideas arise as sparks of movement. In the Root Trinity, this is the primal ignition of speech and thought: Mind as fire declaring itself.","1   A woman rises out of the water, a seal rises and embraces her",1. A man repairing and extending a stone wall in the spring.,What ancient part of you is surfacing now—and what form is it building?  
1,10,Aries,Mercury,"10° (Formative Mind): Mind stabilizes through assertion, debate, and pioneering expression. — Mercury in Aries under the Root Trinity Wave roots Mind in immediacy and direct action. Thought is fast, sharp, and instinctive — ideas arise as sparks of movement. In the Root Trinity, this is the primal ignition of speech and thought: Mind as fire declaring itself.",11 The president of the country ,11. Sunlight illuminating dust in the air.,What leadership are you embodying through subtle radiance?
1,20,Aries,Mercury,"20° (Integrated Mind): Thought matures into resilient clarity — confident, bold, and decisive. — Mercury in Aries under the Root Trinity Wave roots Mind in immediacy and direct action. Thought is fast, sharp, and instinctive — ideas arise as sparks of movement. In the Root Trinity, this is the primal ignition of speech and thought: Mind as fire declaring itself.",21  A pugilist entering the ring. ,21. Pastel flags fluttering in the breeze.,What bold confrontation is softened by a deeper resonance?
1,0,Taurus,Mercury,"0° (Emergent Mind): Thought awakens through sensation and practical focus. — Mercury in Taurus under the Root Trinity Wave roots Mind in stability and embodiment. Thought is deliberate, grounded, and concerned with the tangible. In the Root Trinity, this is the anchoring of speech in matter: Mind as steady builder of form and continuity.",1  A clear mountain stream.,1. A red garnet ring. The garnets glow.,What clarity is being concentrated into a talisman of power?  
1,10,Taurus,Mercury,"10° (Formative Mind): Mind stabilizes through patience, memory, and steady reasoning. — Mercury in Taurus under the Root Trinity Wave roots Mind in stability and embodiment. Thought is deliberate, grounded, and concerned with the tangible. In the Root Trinity, this is the anchoring of speech in matter: Mind as steady builder of form and continuity.",11  A woman sprinkling flowers.,11. A woman with flames for hair.,What gentle action conceals your burning intention?
1,20,Taurus,Mercury,"20° (Integrated Mind): Thought matures into enduring clarity — grounded, loyal, and calm. — Mercury in Taurus under the Root Trinity Wave roots Mind in stability and embodiment. Thought is deliberate, grounded, and concerned with the tangible. In the Root Trinity, this is the anchoring of speech in matter: Mind as steady builder of form and continuity.",21  A finger pointing in an open book.,21. A statue of Hermes decked with brightly colored garlands.,What message is being highlighted by myth and memory?
1,0,Gemini,Mercury,"0° (Emergent Mind): Thought awakens as curiosity, nervous spark, and verbal play. — Mercury in Gemini under the Root Trinity Wave roots Mind in dialogue and multiplicity. Thought here is restless, curious, and ever-moving — always seeking connection. In the Root Trinity, this is Mind in its rawest archetype: quicksilver spark leaping between words and worlds.",1   A glass-bottomed boat in still water.,1. Knots in a cord. They are a message in code.,What submerged truth is rising through symbols and silence? 
1,10,Gemini,Mercury,"10° (Formative Mind): Mind stabilizes through exchange, storytelling, and patterning. — Mercury in Gemini under the Root Trinity Wave roots Mind in dialogue and multiplicity. Thought here is restless, curious, and ever-moving — always seeking connection. In the Root Trinity, this is Mind in its rawest archetype: quicksilver spark leaping between words and worlds.",11  A new path of realism in experience.,11. A stag with golden horns.,What majestic perception is grounding into your next step?
1,20,Gemini,Mercury,"20° (Integrated Mind): Thought matures into fluid adaptability — at ease with paradox and multiplicity. — Mercury in Gemini under the Root Trinity Wave roots Mind in dialogue and multiplicity. Thought here is restless, curious, and ever-moving — always seeking connection. In the Root Trinity, this is Mind in its rawest archetype: quicksilver spark leaping between words and worlds.",21  A labour demonstration.,21. Wine casks retrieved from an ancient shipwreck.,What collective passion are you uncovering from ancient depths?
1,0,Cancer,Mercury,"0° (Emergent Mind): Thought awakens as instinctive emotional speech. — Mercury in Cancer under the Root Trinity Wave roots Mind in memory and belonging. Thought here is emotional, protective, and infused with ancestral tone. In the Root Trinity, this is Mind as vessel: communication shaped by care, lineage, and continuity.",1   A furled and unfurled flag displayed from a vessel.,1. A potter at work.,What identity are you shaping that flows from hidden craftsmanship?  
